Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
514,20221020-0037,Geschlossen,Fehlermeldung Sprachversion,"Ich erhalte leider auf den meisten unserer englischen Sprachversionen die Fehlermeldung «Some parts of this content are currently available in German only.
Schaut euch dazu bitte mal folgende Beispiel-Links an:
https://www.hslu.ch/en/lucerne-school-of-engineering-architecture/degree-programmes/master/engineering/photonics/
 
https://www.hslu.ch/en/lucerne-school-of-engineering-architecture/degree-programmes/master/engineering/medical-engineering/
Leider habe ich keine Ahnung, weshalb hier noch die Fehlermeldung erscheint, und dies trifft auf die meisten Seiten zu. Fuer mich ist hier nirgendwo mehr deutscher Text ersichtlich. Wie finde ich hier den Fehler mit realistischem Zeitaufwand? 
 ","Falls alle Texte auf englisch übersetzt wurden, und die Meldung 'Some Content is only available in German' immer noch erscheint, liegt es daran, dass es von mindestens einem Element auf der Seite noch keine Englische Version gibt. Damit die Meldung verschwindet muss von jedem Element, auch Bilder und PDFs, eine englische Version erstellt werden. Im Backend kannst du jedes Element durchgehen und so leicht nachschauen, welche Items noch keine englische Version besitzt.
Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. 
Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. 
Bitte auch die Alt-Texte der Bilder kontrollieren.  
[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,1.33,20.10.2022 10:24,Service Request,E-Mail,yes,warning some content is only available in german,no,,,
515,20221020-0163,Geschlossen,Video CAS BW updaten,"
 Auf dieser Website ist das CAS BW bereits eingebunden, somit bereits auf Youtube. Nun müssen wir das Video austauschen,
 da gewisse Facts nicht mehr stimmen.
 https://www.hslu.ch/de-ch/wirtschaft/weiterbildung/cas/ibr/weiterbildungsangebot-betriebswirtschaft/
 Ich habe die Clips hier reingelegt:
 T:\x_transfer\IBR\CAS BW Neu Website
 Benötigt ihr jeweils Large oder Medium? Hab beides reingelegt. 
 ",Für Anfragen zu YouTube kannst du dich an das Social Media Team wenden [socialmedia@hslu.ch](socialmedia@hslu.ch),Dokumentation nicht gelesen,0.63,20.10.2022 17:37,Service Request,E-Mail,yes,YT,no,,,
516,20221103-0007,Geschlossen,Website EN Hinweis Only in German,"Auf der englischsprachigen Website www.hslu.ch/sgkm2023 erscheint bei der Linkliste der Hinweis ""Only in German"". Ich habe gemäss Webhelp eine Englischversion der Linkliste erstellt aber es erscheint immer noch dieser Hinweis:
 
 Was habe ich falsch gemacht? 
","Damit der Hinweis ""only in German"" verschwindet, musst du in der Media Library vom Dokument eine englische Version anlegen. In der Media-Library ist es möglich, von einem Bild- oder Dokument-Item auch eine Sprachversion (EN) zu erstellen. So kann kann z.B. bei einem PDF-Item in der englischen Version auch ein englisches Dokument hochgeladen werden. Wird solch ein File-Item, zum Beispiel mit einer Link und Download Liste verlinkt, stellt Sitecoreautomatisch das richtige Dokument (PDF) entsprechen der aktuellen Sprache zur Verfügung. Dazu musst du in der Media Library in demselben Item, indem sich die deutsche Version befindet, die Sprache oben Rechts wechseln und dann das englische Dokument dort anhängen. Mehr dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm)",Dokumentation nicht gelesen,1.49,03.11.2022 07:46,Service Request,E-Mail,yes,warning only in german,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
517,20221103-0024,Geschlossen,"Entfernen Unterseite ""Programmstruktur""","Könntet Ihr mir bitte kurz mitteilen, wie ich die folgenden gelb markierte Unterseite entweder ganz löschen oder zumindest komplett offline schalten kann?","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu löschen kann so vorgegangen werden:
 1) Auf die zu löschende Seite navigieren und im Ribbon-Menü den Befehl ""Home > Delete Page"" aufrufen.
2) Den Warnhinweis lesen und gegebenenfalls auf OK klicken.
3) Zeigen Links auf dieses Seite, erscheint ein weiteres Hinweisfenster. Es muss entschieden werden, was mit diesen Linkst geschehen soll 
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm)",Dokumentation nicht gelesen,0.41,03.11.2022 08:56,Service Request,E-Mail,yes,site delete,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
519,20221108-0054,Geschlossen,myCampus News,"Im Sitecore habe ich per heute zwei News erstellt:
Leider gibt es bei beiden Bildern eine Fehlermeldung. An wen darf ich mich wenden?
 ","Um Fehlermeldungen bei Bildern zu vermeidern, muss das Bild auf die richtige Grösse zugeschnitten werden, progressiv gespeichert werden und ohne Sonderzeichen benannt werden (Umlaute und Klammern sind z.B. nicht erlaubt).  
- Die Maquetten visualisieren, zu welchem Format ein Bild zugeschnitten werden muss. Zudem findest du hier eine Auflistung aller Bildergrössen: [https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm)
- Hier steht beschrieben, wie die Bilder aufbereitet werden müssen: [http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm](http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm)
- Hier die Anleitung zur Namenskonvention [https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm)
 ",Dokumentation nicht gelesen,1.3,08.11.2022 10:40,Service Request,E-Mail,yes,picture error,no,,,
520,20221109-0060,Geschlossen,Umbenennung Link in Side Navigation,"Wir möchten auf unserer Seite www.hslu.ch/de-ch/wirtschaft/institute/ikm/weiterbildung-kommunikation-marketing/cas-und-mas-beratung/ in der Side Navigation die Bezeichnung CAS- und MAS-Beratung umbenennen:
 
Wenn ich aber im Backend bei «Namen anzeigen» die Bezeichnung anpasse, ändert es auch die URL. 
 
 Könnt ihr mir bitte helfen, wo ich die Anpassung vornehmen kann, ohne dass es mir die URL ändert? Oder ist das gar nicht möglich?
","Die Überschrift von Flyout und Side-Navigation, sowie die Linktexte der Hauptseiten in der Navigation und die Linktexte der Side-Navigation, können auf der Seite unter ""Navigation Options"" angepasst werden.  Der Text, der bei der Seite selbst in den Navigationsoptionen hinterlegt ist, ist der ""stärkste"" und uebersteuert alles. Diese hinterlegten Texte werden sowohl für virtuelle als auch reale Navigationen übernommen. Wird kein Text hinterlegt, wird der Titel der Seite verwendet. Wenn eine englische Seite geändert werden soll, nicht vergessen vorher auf die Englische Seitenversion zu wechsel. Mehr Infos dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_navigations_options-ribbon.htm)

 ",Dokumentation nicht gelesen,1.09,09.11.2022 10:05,Service Request,E-Mail,yes,navigation edit text,https://applsupport.hslu.ch/webhelp/index.html?hm_navigations_options-ribbon.htm,,,
521,20221110-0051,Geschlossen,Neue drei Videos MBA Upload,"
 Das IBR hat neue MBA Videos, welche auf Youtube sollten. Ich habe die Dateien hier reingelegt.
 Stills auch fuer Sandra fuer Website. 
 T:\x_transfer\IBR\MBA Clips
 Das Formular hier ausgefuellt. 
 https://forms.office.com/Pages/ResponsePage.aspx?id=CECjddHXJEmöDH-qG9uaObxpZqw_R1HvgDpqSitN2JUNDdSTktYVUFDSEJSMENKSVkyU0lVV09PMC4u
 
 ",Für Anfragen zu YouTube kannst du dich an das Social Media Team wenden [socialmedia@hslu.ch](socialmedia@hslu.ch),Dokumentation nicht gelesen,3.64,10.11.2022 11:26,Service Request,E-Mail,yes,YT,no,,,
522,20221121-0087,Geschlossen,Personenkarussell,"Ist es möglich, im Personen-Karussell spezifische Funktionen anzugeben fuer ein bestimmtes Projekt? Wenn also die Personen auf der Doktorats-Seite angezeigt werden, möchte ich ihre Funktion fuers Doktorat anzeigen, welche nicht ueberall gleich ist wie ihre allgemeine Funktion.
 ","Im Personenkarusell können keine manuellen Anpassungen gemacht werden. Die Information fliessen  via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Du kannst allerdings über das Element Element Kontaktperson-Element (manuell) ,Kontaktpersonen in der Sidebar hinzufuegen und dort manuell die Funktionen anpassen. Diese  Anpassungen werden aber nur für dieses Element auf diser  Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,6.65,21.11.2022 12:52,Service Request,E-Mail,yes,contact carousel manual edit,no,,,
523,20221121-0136,Geschlossen,falsche englische Seite,"Wir haben soebenfestgestellt, dass es von allen unseren Produkteseiten (WB, Konferenzen, Seminare) und Themenseite bzw. alle IFZ Seiten eine englische Seite generiert hat. Könnt Ihr dies pruefen, ob dies durch das Update von letzter Woche verursacht wurde und, ob ihr das rueckgängig machen könnt? Damit wir dies nicht manuell anpassen müssen.
","Ist man im Experience Editor im englischen Sprachkontext unterwegs, kann fast unbemerkt eine englische Seite erstellt werden passieren. Dies kann auch geschehen, wenn jemand im Backend im englischen Sprachkontext (Versionen > English) unterwegs ist! Wird in diesem Fall irgend eine Seite angeklickt und anschliessend in den Experience Editor gewechselt (Veröffentlichen > Experience Editor), wird provisorisch eine englische Sprachversion der Seite erstellt. Achtet bitte auf den Magenta Sprachhinweis. Danach genügt ein einfaches Editieren der Seite (zum Beispiel den Titel anpassen) und nach dem Speichern besitzt die Seite definitiv eine englische Sprachversion. Darum muss man immer darauf achten, unter welchem Sprachkontext man arbeitet! Am besten wechselt man nach dem Editieren einer englischen Seite die Sprache sofort wieder auf Deutsch.
",Dokumentation nicht gelesen,3.77,21.11.2022 16:25,Service Request,E-Mail,yes,english site unintentionally created,https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion.htm,,,
524,20221122-0099,Geschlossen,PPDP-Seiten bearbeiten,"Auf einer Forschungsprojektseite der SA sollte ein manueller Kontakt hinzugefuegt werden. Bei PPDP-Seiten steht allerdings, dass die Seiten nicht bearbeitet werden duerfen. Könnt ihr mir bitte kurz sagen, ob es möglich ist, lediglich diesen einen Kontakt hinzuzufuegen? ","Forschungsprojektseiten können nicht auf Sitecore bearbeitet werden. Der gesamte Inhalt wird aus der PPDB-Datenbank gezogen. Deshalb müssen dort die Anpassungen an der Seite gemacht werden.
 ",Dokumentation nicht gelesen,4.6,22.11.2022 14:10,Service Request,E-Mail,yes,ppdb,no,,,
525,20221125-0001,Geschlossen,Yvonne Stocker auf dem Web,"X wird auf Sitecore als Programmadministratorin anstatt als Programmorganisatorin bezeichnet. Wo kann ich das ändern?
 https://www.hslu.ch/de-ch/soziale-arbeit/agenda/veranstaltungen/2023/01/26/info-veranstaltung-mas-pg-und-mas-bgm/
 ","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden soll, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) übersteuert werden. Dazu muss das Element Kontaktperson-Element (manuell) verwendet werden. Bei diesem Element können alle Daten zum Kontakt manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,6.95,25.11.2022 06:34,Service Request,E-Mail,yes,contact edit,no,,,
526,20221206-0074,Geschlossen,Angabe German content,"Auf den Seiten vom PhD Programm Eco Social Innovation by Design https://www.hslu.ch/en/lucerne-school-of-art-and-design/research/doctorate/phd-programme-eco-social-innovation-by-design/ wird auf der Startseite sowie den Unterseiten oben die Meldung angezeigt, dass die Inhalte teilweise nur auf Deutsch verfuegbar sind. Die Übersetzungen sind aber ueberall gemacht. Auch die Alt-Texte bei den Teaser Bildern habe ich übersetzt. 
Wo liegt das Problem?
 ","Falls alle Texte auf englisch übersetzt wurden, und die Meldung 'Some Content is only available in German' immer noch erscheint, liegt es daran, dass es von mindestens einem Element auf der Seite noch keine Englische Version gibt. Damit die Meldung verschwindet muss von jedem Element, auch Bilder und PDFs, eine englische Version erstellt werden. Im Backend kannst du jedes Element durchgehen und so leicht nachschauen, welche Items noch keine englische Version besitzt.
Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. 
Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. 
Bitte auch die Alt-Texte der Bilder kontrollieren.  
[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,1.88,06.12.2022 11:34,Service Request,E-Mail,yes,warning some content is only available in german,no,,,
527,20221215-0066,Geschlossen,Navigation und Verlinkung,"Wir erstellen eine Seite im Sitecore, welche nur fuer Studierende einer bestimmten Partnerhochschule wichtig ist. Fuer alle anderen sind die Informationen nicht wichtig. Deswegen möchten wir die Seite in der Navigation nicht anzeigen.  Welche Felder hier muss ich anklicken, damit die Seite in der Navigtion nicht erscheint. 
","In den Navigations Options einer Seite kann definiert werden welche Seiten in der Flyout-Navigation, in der Side-Navigation und in den Breadcrumbs angezeigt werden sollten und welche nicht. Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/hm_navigations_options-ribbon.htm?zoom_highlightsub=navigation+option)
 ",Dokumentation nicht gelesen,1.17,15.12.2022 12:02,Service Request,E-Mail,yes,navigation edit visibility,https://applsupport.hslu.ch/webhelp/index.html?hm_navigations_options-ribbon.htm,,,
528,20221216-0090,Geschlossen,Verlinkung von Bildern entfernen,"Eine kleine Frage, auf die ich in der Doku keine Antwort gefunden habe.
https://www.hslu.ch/en/lucerne-school-of-business/degree-programmes/master/finance-study-abroad-in-switzerland/
Es geht um die Bilder. Diese (obwohl ohne Text und Link hinterlegt) sind noch immer verlinkt. Mit einem Klick öffnen Sie wieder die Seite.
 Gibt es eine Möglichkeit, dass diese nicht verlinkt sind?
 Ich habe das Element Manueller Teaser verwendet.
 ","Das könnte daran liegen, dass die Bilder in einem manuellen Teaser eingebunden wurden. Manuelle Teaser dienen dazu, auf eine andere Seite oder Video zu verlinken. Deshalb kann die Verlinkung nicht aus dem Teaser entfernt werden und fuehrt einfach auf die urspruengliche Seite, falls kein anderer Link hinterlegt ist. Auch nachzulesen hier: https://applsupport.hslu.ch/webhelp/hm_teaser.htm?zoom_highlightsub=manueller+Teaser
Wenn du nur ein Bild hinzufuegen willst, ohne Link, dann kannst du den image Teaser verwenden. Dort erscheint kein Link beim Bild.
 ",Dokumentation nicht gelesen,5.17,16.12.2022 14:42,Service Request,E-Mail,yes,pictures unwillingly linked,https://applsupport.hslu.ch/webhelp/hm_teaser.htm?,,,
